"","V1","V2","V3","label"
"255",13.1412540064684,63.8365155071499,23.8524867741137,"3"
"256",12.3576964510473,40.7558770977933,15.1782100803956,"3"
"257",14.3497688141559,69.9909414933402,27.4117671998112,"3"
"258",16.0754489632069,36.4281415109813,28.480151128524,"3"
"259",18.0062551216578,29.895897959913,29.7103242710496,"3"
"260",18.3221102684141,23.0509100935725,27.7861442516618,"3"
"261",17.7575407588395,57.2097404086239,15.1356248556257,"3"
"262",19.6910594901469,17.8294041180625,32.465807060344,"3"
"263",19.6972459732648,55.3246409425733,19.1619261239088,"3"
"264",21.1213263034269,18.3620278908704,31.7992215734051,"3"
"265",23.7735892767896,19.1897763396698,38.5602792374293,"3"
"266",24.5688216572302,41.9142443277146,29.3505593316078,"3"
"267",26.3957416704909,53.8313194091679,40.0499038825979,"3"
"268",27.1770413108773,51.973627320539,30.0291652359276,"3"
"269",27.5403211691318,27.7292241947937,28.6052041123401,"3"
"270",28.7354410035029,29.1359854532354,24.3390206086048,"3"
"271",27.4237438426428,53.685523688299,16.6937811325559,"3"
"272",28.6627264768182,54.6259207998752,16.5927577620443,"3"
"273",32.0771415308925,28.3346201807179,31.7447477453293,"3"
"274",31.5336189715289,41.3601681049003,28.0837531347273,"3"
"275",33.5905447941494,13.1276387611247,29.4899231413432,"3"
"276",31.0277381818241,77.944232695822,13.1205138973299,"3"
"277",35.1183043636849,74.9179986237742,24.1179963330308,"3"
"278",36.2867147224739,19.4811263150533,36.1377204361804,"3"
"279",34.6495893164021,37.3117605892479,15.3788197588891,"3"
"280",33.8545937928709,80.0537208614968,12.1642993835095,"3"
"281",37.9244634342944,65.430647443525,17.0382521649184,"3"
"282",39.2653309547426,31.9676063509932,21.6998070440331,"3"
"283",39.1629155649993,77.8916819519813,16.1660881203464,"3"
"284",41.17496310993,54.8087120500959,34.933410932856,"3"
"285",43.506977862993,45.6488119945044,35.3665486371555,"3"
"286",42.4406929947132,35.9430440958032,16.4320479815835,"3"
"287",44.4470400662138,82.8411364685629,20.5187222461248,"3"
"288",45.8039100794996,52.9830885569767,22.5369575833426,"3"
"289",45.162057561556,43.2466736980497,18.9152432044593,"3"
"290",46.3635037949555,62.6797298226938,12.2907056854225,"3"
"291",47.3357213161222,49.3272486684275,17.7236358062142,"3"
"292",47.5529431853151,60.1030689363367,5.88844121805649,"3"
"293",48.2871393819264,72.5165954082574,15.9331940052318,"3"
"294",50.1991591323536,61.2183312737378,14.7625466757486,"3"
"295",52.3454864357284,41.4593995495849,15.8693619122637,"3"
"296",51.8550686336738,58.4686341158443,18.1255798661716,"3"
"297",53.0796202645513,-33.4498940962314,90.8843132588665,"2"
"298",52.1115211621537,-37.9806551882441,63.3293163521707,"2"
"299",49.0206354929135,-3.29427760604648,50.0797076273534,"2"
"300",54.0731772207356,8.79032294066078,70.0393651808223,"2"
"301",52.7353541489089,50.0740455882867,63.7288875503347,"2"
"302",55.1739712564527,33.7162041203223,58.9420496839877,"2"
"303",55.2642566203581,15.866027039536,63.4225862637454,"2"
"304",58.8217648370479,15.5282745786482,75.559012639319,"2"
"305",60.5714212918855,65.024494856853,16.9318928516292,"3"
"306",65.616727065583,23.2886871833178,34.7009954820384,"3"
"307",61.8464666878029,75.5240332401843,18.9232801974473,"3"
"308",66.2307523299276,36.7249973245773,23.0394480832713,"3"
"309",67.5079634039378,13.3192648706616,25.5832851551521,"3"
"310",67.1165681999304,-1.45719459526201,24.1354073914019,"3"
"311",66.2495850006826,53.9577682512891,16.9097826527319,"3"
"312",65.0082322058171,86.7166104117543,6.20291393403691,"3"
"313",71.9904957356266,13.1063860151122,31.0840329091264,"3"
"314",72.15833461555,42.3446464517548,20.659350846817,"3"
"315",72.0847753193544,37.0671541636601,20.6545577148527,"3"
"316",68.5438903275048,2.73974939942068,55.276993617856,"2"
"317",70.5387952783169,-3.33620383742638,73.7404123614905,"2"
"318",70.7353174198701,36.2696721676882,49.3237786445774,"2"
"319",70.6028725635724,66.557487867449,47.3462701639801,"2"
"320",73.2900433519667,-24.4676953473975,63.2564477404398,"2"
"321",69.213633008117,46.8364502160292,47.6824937328548,"2"
"322",72.2714831582089,49.4241119189927,50.446721423097,"2"
"323",77.9204365331607,-16.5402228938039,82.4551226474325,"2"
"324",76.2493875628802,59.8463873609362,1.31734570773503,"3"
"325",83.3342978595399,21.9426299833209,19.2986299248959,"3"
"326",81.7215106846169,22.0236645212689,13.3526779117287,"3"
"327",82.6005256102873,49.9345578234352,10.9674806239595,"3"
"328",79.6349703586341,76.1807243452169,-9.13018088844603,"3"
"329",81.5629390767111,66.860036054941,-5.78713629320452,"3"
"330",87.2001924200363,46.8286931044549,27.4054590463104,"3"
"331",87.597380366035,7.15319514996433,29.4545858284239,"3"
"332",87.0673418137637,11.5001112624392,8.71119793542032,"3"
"333",83.8407406037402,93.374947479299,-10.0612163572929,"3"
"334",87.2828109715127,57.6948862875628,-4.93745825463129,"3"
"335",89.0126456083531,38.4238872392282,-0.303731995567856,"3"
"336",86.4482044979971,40.9814189256458,28.3746750387664,"2"
"337",91.2053394556393,26.5054530459053,3.70834155750358,"3"
"338",92.3976426653619,-25.9295340676504,8.08951441083734,"3"
"339",92.0753309513686,17.7500621696169,63.4661156109561,"2"
"340",94.990037254914,-35.2015197776452,76.2014467418706,"2"
"341",97.4449045239402,-23.7836443511603,81.8050568744013,"2"
"342",98.1959786844722,-42.4958135588248,75.9868221603199,"2"
"343",96.6874145304306,-16.1581705018208,65.2712888832968,"2"
"344",93.938877576015,7.58192303798682,52.5374273076099,"2"
"345",98.8258189658165,-28.2780408314622,70.1775547521683,"2"
"346",95.7264646632039,21.019706559998,34.5122996320817,"2"
"347",102.831911064792,-8.07264675537994,59.2465924199791,"2"
"348",104.191988854033,56.1059405661452,20.7194052717442,"3"
"349",106.647643953267,9.33973020799892,16.3308963853729,"3"
"350",103.553423544488,61.8257736475342,6.0941178846732,"3"
"351",102.894735067098,74.0238777781038,-6.30390607815015,"3"
"352",103.644922670047,80.5044790389928,-6.29690229260021,"3"
"353",109.36749587941,37.8201684540729,8.46651516090062,"3"
"354",103.584598459716,66.8390036073951,-7.85093137858234,"3"
"355",109.68653590401,47.8202522555004,0.487851370164659,"3"
"356",108.080722027209,80.0768902803758,-1.91012851011199,"3"
"357",109.963286474513,70.020591079157,-4.41523189740989,"3"
"358",112.4445591678,24.3735766067896,4.10582719191367,"3"
"359",111.0635260278,39.5086728554016,-11.0198617797358,"3"
"360",113.724628881862,20.7871286051186,1.44833574717547,"3"
"361",112.094097889495,60.2388723195413,-9.44448123834246,"3"
"362",113.864538879401,67.4105267098163,-8.49972075513929,"3"
"363",113.945150889101,71.0917067007675,-6.49910187222755,"3"
"364",117.217068760681,52.3459814639416,-4.0230194035842,"3"
"365",118.536655316969,55.5195480124924,7.47436857290728,"3"
"366",117.41610184548,51.8561256878876,3.9633416687698,"3"
"367",119.75127232671,68.9359505902376,7.13965416641063,"3"
"368",121.121939330898,19.3171823363483,-13.9538798682338,"3"
"369",122.863017392887,11.6244190416146,-4.60606582014715,"3"
"370",123.571878647006,13.0772059321268,-8.02844096985535,"3"
"371",120.85895171827,61.0480567794922,-19.9840199837519,"3"
"372",125.127510452715,32.4153988018057,-11.5961438891018,"3"
"373",127.711844957711,7.209963849975,-2.02470726901912,"3"
"374",126.305826977941,40.0078434964064,-13.1363639044332,"3"
"375",125.269182256234,67.294249691512,-18.5765946637111,"3"
"376",128.083007306655,36.3118416512082,-14.0068999824291,"3"
"377",127.558715075898,66.7853684512497,-20.1721511520708,"3"
"378",128.488314547017,69.2123752438148,-20.1106133169773,"3"
"379",132.074429059877,12.7639344334171,-7.83416444350589,"3"
"380",133.797915500585,60.2974403871374,-1.81535973341463,"3"
"381",133.151368698067,19.3664296249528,-10.048401097282,"3"
"382",131.844296691786,77.288981629199,-17.8144567205747,"3"
"383",138.748986783699,25.5881663938916,3.75836997928325,"3"
"384",140.749402474189,41.2211612842276,8.57156375329516,"3"
"385",133.937412654505,78.0588901358942,-19.9592221541073,"3"
"386",136.300448326422,41.8642536776824,-17.3893000925651,"3"
"387",135.519786683708,68.1326898507023,-23.7302735454046,"3"
"388",136.057831405717,64.4461385177078,-28.795580228912,"3"
"389",141.552678705631,53.6647780828021,-14.1859519551383,"3"
"390",138.117524226749,64.3038550272473,-30.0844517729458,"3"
"391",143.782844340781,66.3617364019865,-10.4830029703338,"3"
"392",142.14140024476,50.9372248036,-21.2431177792131,"3"
"393",144.429151998447,43.7209025936347,-14.7983713758874,"3"
"394",141.663466098955,79.8439061712325,-20.6984063051913,"3"
"395",147.189108461589,53.6669728864477,-17.7825642769118,"3"
"396",145.107124301506,70.2737235659066,-24.1716767565923,"3"
"397",147.532139053507,77.2175055344166,-16.0827413749417,"3"
"398",145.346053736208,85.5151049891871,-26.3527269449293,"3"
"399",148.730675870352,58.7602136548601,-24.5337968342837,"3"
"400",144.867135253314,18.842696080199,1.16487850922193,"2"
"401",146.503863356127,14.0518072488952,47.570706118998,"2"
"402",149.129304926343,86.7478575429101,-23.0804767238558,"3"
"403",152.178519673719,1.2755863042724,39.3836283662936,"2"
"404",152.441881929246,21.7993141902975,38.9657688636719,"2"
"405",156.517771088109,-20.2510507119463,61.8349351787793,"2"
"406",155.330178248708,40.1095854390394,-22.5556794902692,"3"
"407",157.540667004178,64.1471091008528,-16.8711722568748,"3"
"408",159.310117358564,4.9423869691907,-14.4127968943403,"3"
"409",158.683495081841,67.8423857328971,-13.472536234204,"3"
"410",161.104314305229,0.232874182662189,-15.0216299425886,"3"
"411",166.637453853865,16.1074058841916,6.38332043382302,"3"
"412",166.641390060343,16.8194225318904,-3.75779918445804,"3"
"413",164.451498916955,39.0704706910284,-13.255590097059,"3"
"414",165.659050777968,8.09969061743326,-12.8196997995883,"3"
"415",168.305617727865,40.4505791540209,-9.3340227921372,"3"
"416",167.738284634988,43.9495623103921,-14.0309624935722,"3"
"417",167.646240496995,35.9396821703194,-16.0919947059045,"3"
"418",168.034639646109,2.64071254627592,-18.8822553182689,"3"
"419",175.084172842937,12.9420687127628,7.46359035883393,"3"
"420",172.163115075022,5.70440704634399,-3.94964701120663,"3"
"421",176.321113858957,20.8595111519144,3.5681614409578,"3"
"422",160.171624928116,-249.202991446668,-34.5093521557752,"4"
"423",168.766256768767,75.9882347306009,-33.1783854372304,"3"
"424",159.019641367589,-275.84602913324,-43.7058535309726,"4"
"425",161.221698517147,-312.542391278956,-34.1964006124539,"4"
"426",161.519325996886,-289.409234455456,-43.2146923929902,"4"
"427",155.622466995776,-211.44165596513,-67.1053716191069,"4"
"428",163.916757946498,-291.051051197736,-37.1384874551692,"4"
"429",165.28283239941,-283.953519238379,-41.0275961926056,"4"
"430",162.41674351271,-242.646559093626,-55.7432310764257,"4"
"431",167.025677960724,-298.057205438555,-39.1760677180536,"4"
"432",168.317401147165,-311.577428684269,-36.7740644661002,"4"
"433",167.391246734832,-260.788387173744,-46.6523860741776,"4"
"434",170.640893169629,-315.764276743143,-30.2851018179082,"4"
"435",172.401781391069,-300.907629363123,-33.7728518020937,"4"
"436",169.492372145037,-282.773111488418,-44.0755909680446,"4"
"437",173.463037269207,-308.538075903571,-38.0552864254582,"4"
"438",172.78199712976,-281.345105006238,-44.3704656824432,"4"
"439",176.989559780118,-316.795294334313,-29.8384568493777,"4"
"440",173.856480136908,-292.450089939669,-44.9963061932371,"4"
"441",176.374871767891,-284.435944129116,-43.0917153076058,"4"
"442",176.417634280695,-271.101848854383,-50.7523015302666,"4"
"443",178.925471355661,-305.461942830746,-42.6598912189754,"4"
"444",177.757196977569,-284.653700191433,-49.3794485374532,"4"
"445",179.117629126495,-266.0461172078,-51.2754101262928,"4"
"446",180.964032795381,-283.37921474316,-48.2012792066608,"4"
"447",182.739543401331,-294.064364278184,-45.4134956571801,"4"
"448",184.36718895076,-311.222644944692,-34.9625536248669,"4"
"449",186.070201403653,-314.757339043554,-32.2663689711495,"4"
"450",202.913349304986,-2.14001541286567,-9.86170143007981,"3"
"451",201.181206840785,16.1437908026709,-22.7178082226211,"3"
"452",198.972305321164,-9.71391165904861,-34.4499058125522,"3"
"453",204.199485428107,0.395235083290462,-23.133074549663,"3"
"454",205.953008062767,5.64105561509835,-15.690271253065,"3"
"455",203.215859992323,46.0920059734118,-27.0862085363309,"3"
"456",205.948237563312,27.781555708024,-26.3113528533598,"3"
"457",171.727010719054,4.89667604259253,-127.800692269185,"0"
"458",166.299193493382,49.5774332040177,-144.304987727948,"0"
"459",171.778624730826,16.4340347318799,-134.219432844144,"0"
"460",174.013155488335,-9.01603807892992,-130.461266967199,"0"
"461",167.293532342625,27.1895797194962,-150.134835460117,"1"
"462",165.216653569588,32.2061919345952,-159.054689283706,"1"
"463",172.093069163039,38.1366737026564,-145.253118944067,"0"
"464",168.789945590427,18.6706563079133,-155.42568568013,"1"
"465",176.702166606614,40.6590576671368,-136.592637321809,"0"
"466",181.720195143543,11.1706333339138,-126.226312542524,"0"
"467",209.146219302963,56.3638614162241,12.3991536401735,"2"
"468",214.667878103911,12.1229866730077,14.9050997206573,"2"
"469",214.128418795167,0.494670994193653,13.6088627715523,"2"
"470",213.547834784587,23.3075376242146,9.39873365286972,"2"
"471",220.753624138515,-16.6506194235517,39.9263991940073,"2"
"472",218.154444926918,29.5484606140636,29.6792023680636,"2"
"473",218.673188380563,-4.72363222078993,27.9789812932055,"2"
"474",179.602962376195,19.9488417002156,-156.42939753189,"1"
"475",227.075746876682,9.7697723470122,-16.8516829161889,"3"
"476",226.364285034398,36.9615804841787,-18.9702044388257,"3"
"477",217.317791822833,32.8068533571529,-6.10557701969984,"2"
"478",222.385419355111,-8.26727206665626,12.3723859056913,"2"
"479",224.541901528382,-3.83140576380255,28.3138151283847,"2"
"480",225.015027457702,0.492663241796768,12.525449991485,"2"
"481",230.343749848275,-61.0581344405819,53.9239915069792,"2"
"482",230.046284795333,-22.5546669418801,40.8419619923187,"2"
"483",228.896342358742,4.14981588137926,6.93127690424795,"2"
"484",233.949191632218,28.215372274206,-28.1254778599052,"3"
"485",233.126620100461,34.2674327034076,-34.3942280188998,"3"
"486",237.205733946423,60.4289410889151,-20.9539233055916,"3"
"487",237.019677478636,34.0297350486434,-28.6326859395038,"3"
"488",240.265213784949,31.3663885973512,-16.8940641944127,"3"
"489",239.315023889953,26.5200614460301,-30.3658700994784,"3"
"490",237.539051993092,48.5042875727259,-40.4784930255699,"3"
"491",237.904003651305,53.1532929027408,-37.7082304915213,"3"
"492",241.862332744129,60.0041328035273,-29.590486945116,"3"
"493",241.903084492699,38.47729292581,-35.4543166200446,"3"
"494",244.099236723953,37.5710807722102,-24.4802114521388,"3"
"495",244.552584653206,27.7592345875034,-34.4607848918641,"3"
"496",201.108150891872,0.210426393510175,-163.507213413836,"1"
"497",247.837123293556,18.8000897134843,-22.5277060921312,"3"
"498",248.465467242384,5.12030014415599,-23.2781126632536,"3"
"499",250.109227944176,19.1458068415083,-27.2903770880777,"3"
"500",251.655037185116,-8.88910502290484,-22.4548831773287,"3"
"501",251.486130295167,6.03057996270623,-33.28365104695,"3"
"502",252.607880690899,25.7776585138898,-32.1844905983391,"3"
"503",251.361675052726,21.0780648512021,-38.5843709777403,"3"
"504",252.786734511978,6.602342616617,-30.6134396109921,"3"
"505",258.365358612115,-43.9241359283863,-16.4170563548734,"3"
"506",258.137143746589,-23.9776607669282,-20.9448101112374,"3"
"507",256.717922063145,1.10185969461088,-36.9211234484794,"3"
"508",256.608502223945,17.9368866768591,-40.3746620967467,"3"
"509",258.372999753976,22.1859268030406,-40.2033405181266,"3"
"510",259.285367061565,20.9394852934182,-35.7811742520371,"3"
"511",262.596780583896,22.8206666588978,-33.0513899395647,"3"
