"","PC1","PC2","PC3","label"
"1",-9.9490588313831,51.5933684458194,-7.96446143228859,"1"
"2",-14.0005375181655,52.5595239118457,-7.73185565777048,"1"
"3",-3.65660130808869,44.715404657602,-9.81603990549242,"1"
"4",9.67971029221618,30.8984051904515,-10.3124874118748,"0"
"5",-8.50088242075633,50.633750089297,-9.12792141386433,"1"
"6",-3.4370076928869,47.4192218745697,-8.51653610722654,"1"
"7",-4.92807537512217,49.1161015506318,-8.63807941444642,"1"
"8",-12.8605165304776,51.783039010754,-6.40404622828082,"1"
"9",-10.429595387744,52.0811275036321,-8.25582689092353,"1"
"10",-17.2578887082692,53.9705425509615,-8.01803149862203,"1"
"11",-14.4031453714673,52.6665188629976,-8.08117376425071,"1"
"12",104.69798348639,9.67641327015595,11.3090422399729,"4"
"13",112.448361158059,3.31182925113537,10.2257554266185,"4"
"14",96.0363666515318,9.81629457965587,9.2501273110739,"4"
"15",82.6672231086059,13.0170471389212,10.8053595806724,"4"
"16",122.438806726483,0.707035147250085,7.88951307899097,"4"
"17",120.918484770782,0.719514084356213,9.97118546990469,"4"
"18",137.346195846361,-2.79867660555682,14.3359343811302,"4"
"19",-27.2221447057905,46.5130675659141,0.9676887984048,"0"
"20",-20.8417045073314,57.0950318899604,-7.91547380718693,"1"
"21",-25.7630310202611,48.1879156896654,0.734037301638431,"0"
"22",-9.61023558574877,36.6202114992316,-9.02711271321965,"0"
"23",-23.1760653787812,55.4670464895993,-3.91592096194117,"1"
"24",1.39495187658748,30.5480504009778,-7.27640593785598,"0"
"25",-24.7157570702954,55.6704234086225,-3.52267894016315,"1"
"26",-10.7295776288038,38.5723820300733,-4.19486400367791,"0"
"27",-26.8617633707634,55.7632822191947,-1.20328358860001,"1"
"28",-17.0459043842276,41.0165031623815,-4.74735474545296,"0"
"29",-12.7906403963987,49.9064528795511,-5.27034953129534,"1"
"30",0.0168244050543062,-15.9742416614162,-24.3552739787593,"2"
"31",-21.7412294852226,-22.3668503498388,-27.2367055000893,"2"
"32",-15.6916627213424,52.1658821243152,-7.66543376879662,"1"
"33",-25.1507519954516,55.6208618373058,-3.81339682482606,"1"
"34",-2.31017215114906,34.2070015055508,-5.82243754315875,"0"
"35",-28.3268470023328,47.6439227559116,-0.51352515758121,"0"
"36",-26.6104691731527,57.8932506815662,-2.68560535120544,"1"
"37",-25.1260101304861,43.0314668459783,0.00965936124018682,"0"
"38",-26.0805658205443,59.0188694564423,-3.81375086246723,"1"
"39",-11.3260286175751,52.6660753379184,-8.82648060451034,"1"
"40",-20.8609123500479,51.1924478425358,-4.22585156060521,"1"
"41",-19.1031960216726,55.4520198295216,-6.84240248933294,"1"
"42",-21.1747903840351,59.9980944863214,-4.81466393485582,"1"
"43",-2.76485580548221,37.6021585420992,-7.42785577324102,"0"
"44",-21.7313777348991,42.3921150755463,-2.15457623804503,"0"
"45",-23.3653739872035,44.1300942729588,-1.35206848273934,"0"
"46",-24.4928779140435,55.6166517558779,-2.77030928968116,"1"
"47",-17.1262397740927,41.5150532070745,-6.17256638261604,"0"
"48",-15.394411572444,47.4721715016812,-5.77168674473258,"1"
"49",-16.6797528081993,42.9551321114468,-5.59304329879158,"0"
"50",-4.83534934409535,38.4591716115646,-7.74611983388838,"0"
"51",-4.61507672990474,34.6509846919325,-7.29339785712847,"0"
"52",-9.1246797472617,38.5295236449743,-7.42958882348586,"0"
"53",-18.1318421487911,39.6459136331996,-4.79880368670412,"0"
"54",-8.36072311524538,39.060382897384,-6.41496778826261,"0"
"55",-26.3963148134292,54.9803001065872,-2.94820034774567,"1"
"56",2.19790404504551,35.4352706989302,-7.60250639662425,"0"
"57",-18.7707670194994,52.8892989169096,-4.09268488966501,"1"
"58",-6.95628541022504,36.1599043010779,-4.27061327603178,"0"
"59",-22.8277029033168,41.80882251835,-1.93027552087311,"0"
"60",-14.9177095013209,42.8931968167612,-3.16738270911285,"0"
"61",-20.8346697814391,55.8415448919825,-4.22146023258605,"1"
"62",101.082903787008,7.11864538769792,8.33180409710598,"4"
"63",91.9198636780076,7.14786750445744,7.92853240983014,"4"
"64",-15.9268279553732,52.1663444522988,-9.072380832595,"1"
"65",136.141005851632,-0.396433882872454,10.3661651003498,"4"
"66",123.335358486182,4.39356026673447,9.69811020225401,"4"
"67",155.67309135467,-7.16992354395998,12.7863170607974,"4"
"68",110.514912414213,5.81708340103871,8.57475609726901,"4"
"69",117.00083816696,4.2667171222362,5.81443970591764,"4"
"70",104.573095956205,10.2369592450917,7.13438561283049,"4"
"71",122.214337265722,4.5144840529385,8.58479381402951,"4"
"72",145.238789352633,-4.79515141491006,10.3093924020377,"4"
"73",161.777515329377,-10.0293099864735,11.5352030105254,"4"
"74",134.913887522434,-0.697261819032765,10.7717477680964,"4"
"75",88.5562667134646,18.1359865102352,9.58334895054287,"4"
"76",150.685652374935,-2.56234878259562,5.65728999573326,"4"
"77",136.178630629842,-0.840236229531778,6.82527778465721,"4"
"78",108.698283120155,9.03567041354979,7.4243093270246,"4"
"79",132.867353607312,1.23077601166229,9.59400651243675,"4"
"80",76.4922596092831,18.8448676761159,5.36328418768985,"4"
"81",-19.4449046529154,49.2858853090188,-4.75364307707583,"1"
"82",0.23560391713316,45.9297833620354,-10.5155536806704,"1"
"83",-11.0156997910439,50.4697627359855,-8.64508531447885,"1"
"84",-13.2846991081815,51.7091120139686,-7.96696162122486,"1"
"85",-11.2393725385069,49.4734665438899,-8.12775436303541,"1"
"86",-11.1658847256444,45.2726230039081,-7.5294392226378,"0"
"87",-20.8530627946393,53.1408762750203,-4.73540102878362,"1"
"88",-12.9538326327828,48.5990291262302,-5.84520394925451,"1"
"89",-20.4058796841313,57.1515030158692,-4.63328362991483,"1"
"90",-10.0330748285622,50.0440936590305,-7.36898656415497,"1"
"91",-4.19674164568806,44.0250389204525,-9.57707627628093,"1"
"92",-15.7072696494515,54.6774971067507,-6.6668878297286,"1"
"93",-12.2273670941391,52.6898084445096,-10.1291436273969,"1"
"94",3.66874676669518,37.2903155992431,-9.92335820665527,"0"
"95",-22.8383758379001,57.2792496057737,-4.09029306232208,"1"
"96",-7.9281350026402,45.9676123653219,-7.64529463049179,"1"
"97",-2.4919075664312,49.2238461901651,-11.7012688449775,"1"
"98",-4.30300161107262,49.1421022135294,-11.8694557154202,"1"
"99",-17.0013873334473,51.8662288309807,-5.95653933006454,"1"
"100",-10.8692917356221,53.5159952081547,-7.08648824290689,"1"
"101",-1.72057680733493,38.270078884903,-8.96278070604987,"0"
"102",-20.2915431220862,57.9221491131195,-5.43811716867397,"1"
"103",-1.55970244959214,49.8409357856768,-9.74555623223355,"1"
"104",-18.2676805457372,54.2266547845784,-7.2079193512264,"1"
"105",-15.4329970361249,51.4083609488032,-8.38225063102518,"1"
"106",-9.57134882331734,49.023235298368,-8.47046353075076,"1"
"107",-18.4039030657136,54.889089745436,-6.77012548735711,"1"
"108",2.30807151240012,45.4631082104637,-12.6955848535115,"1"
"109",-7.80039374420581,51.5288110616436,-10.4224431501411,"1"
"110",-22.4350515741305,56.2661329808446,-4.96216133195313,"1"
"111",-23.6624006864271,39.3982047345023,-2.34383636302049,"0"
"112",-1.96559848754982,34.4689569876467,-8.98250242430658,"0"
"113",4.5408793087352,30.7969670922528,-8.12205427929431,"0"
"114",-0.536325053293528,32.2453730020399,-8.89497446094799,"0"
"115",-5.48985148177073,-26.9545851347979,-38.2103383843648,"2"
"116",-18.7339169109755,-18.6567871514288,-21.5675655221291,"2"
"117",6.10336057632301,-28.6129721576888,-38.1540128696304,"2"
"118",0.0503592710074556,-26.0244629692787,-29.7805883013896,"2"
"119",16.2972977211957,-32.3722580261376,-42.4761434163768,"2"
"120",21.1320331870416,-30.4889938611185,-43.6047127874878,"2"
"121",-2.92346055503304,-16.5142666293833,-20.6074909292957,"2"
"122",-3.1394360705252,-24.1723945696898,-27.8398386535671,"2"
"123",-6.86295159656886,-17.8967421585604,-22.524191048281,"2"
"124",3.6098784166516,31.3815887160574,-9.24573231952547,"0"
"125",-6.40644565321976,-20.310283470747,-26.2537401113361,"2"
"126",-3.12561301367969,34.2246388670592,-10.3742134606206,"0"
"127",-11.1627493790804,53.2289783548654,-8.42253224935287,"1"
"128",-13.6907246161063,56.7352261259892,-7.99885092622366,"1"
"129",-13.8369902825038,54.1368432569337,-7.91199193998511,"1"
"130",-10.5707569305844,51.4671209896877,-9.04667160445544,"1"
"131",-18.1674857170868,56.2099436318358,-6.6247589458892,"1"
"132",13.373472387804,-28.7385370718735,-30.5894810724028,"2"
"133",-5.51529134578511,-16.1549674420887,-25.3995703101825,"2"
"134",19.5775065796559,24.5736990127155,-12.2721812106208,"0"
"135",-13.6769549806659,53.7535286191875,-6.8427986522783,"1"
"136",-7.65634149308409,-15.7306484783147,14.6911761801983,"3"
"137",-6.83696348713391,46.7574752656667,-1.55220947180277,"1"
"138",5.07768560224263,29.2162996437992,-6.5655123497351,"0"
"139",-3.86841653451922,-30.3699224291785,-30.2030376127196,"2"
"140",-4.27735016357611,-33.424551197748,-36.0782695760082,"2"
"141",-2.76507638304897,-19.7956669188097,17.9414526106705,"3"
"142",-16.23094306248,-19.3799004288375,16.7750358347081,"3"
"143",-17.5589338992337,-14.6265153746066,20.1937917142318,"3"
"144",-26.7796127437325,-17.7260154987142,20.7912406895853,"3"
"145",-27.4828658049043,-13.8202586327893,24.6198262426,"3"
"146",-7.3912772931308,34.5572594248218,-8.48502118048217,"0"
"147",-9.11385205427451,34.0494932141659,-4.73126073984431,"0"
"148",-6.55041624096681,37.0612849032582,-5.91359733542701,"0"
"149",1.70605961733391,-30.8005066641082,-40.8537962010028,"2"
"150",5.46236275471877,-31.21939580515,-37.9836315532757,"2"
"151",3.80362652083886,-35.7625609419847,-41.3320686968275,"2"
"152",-9.31463007903671,-15.9886008496967,18.4266506335883,"3"
"153",-20.49498757937,-25.9337499207017,-26.1696573625221,"2"
"154",-17.8461956617784,-22.2183302200424,-19.3463396442033,"2"
"155",-20.7488626317458,-25.7665596000848,-33.7834486644194,"2"
"156",-12.3404403374134,-31.2039899853884,-37.124653686561,"2"
"157",-14.9079374046439,-31.0678583376494,-38.856145082182,"2"
"158",-12.5771328673624,-30.5454213326467,-36.9602260419383,"2"
"159",-10.3989579818777,-27.204687931934,-38.5361683346688,"2"
"160",-23.0128767443986,-16.8816347505569,22.629416485936,"3"
"161",-18.7052834243562,-21.145064716225,10.6430299222824,"3"
"162",-4.35170779689376,-32.9687300029902,-36.1415316177238,"2"
"163",2.92758617549156,33.2290750672556,-6.41162030840508,"0"
"164",-0.677429207156306,32.7464984415519,-7.32930730209658,"0"
"165",-29.937835330073,-17.2572448790399,23.6303537842994,"3"
"166",-22.1954446268136,-15.339053019492,20.9515647590274,"3"
"167",0.484765127298431,-34.6705521171118,-40.0336937699398,"2"
"168",-6.82164596775525,-31.5523908864846,-31.0649815957255,"2"
"169",-6.89155148847285,-35.61957800379,-41.9294281503366,"2"
"170",-2.41848609171854,-33.8842586714349,-44.5134185690262,"2"
"171",-4.44965408163465,-28.5965183497867,-37.6267044939927,"2"
"172",-1.87868323865234,-29.2368518996571,-45.0406204420714,"2"
"173",-18.5956416863332,-24.5266509513059,-26.0019099875732,"2"
"174",-14.86676041403,-21.1776097204442,6.23359371244193,"3"
"175",-21.2682891704853,-17.6318247680684,22.7957407576659,"3"
"176",-23.6956891298887,-12.9903395514112,24.8946869949048,"3"
"177",-31.5550783581589,-11.6750318541303,22.9481778251568,"3"
"178",-29.3380543385696,-13.8053526735401,22.7093303557794,"3"
"179",-14.6122037244616,-19.6092860876999,19.5449941006471,"3"
"180",-17.3292674662996,-16.6468899367544,16.8390048895419,"3"
"181",-28.2804226407331,-15.3497006142931,24.9304158948532,"3"
"182",-34.3900424841936,-21.7360890885754,31.7886529078055,"3"
"183",-18.1951491479922,-23.3800927266326,-20.4086213391453,"2"
"184",-5.65051341001529,-34.6696841590224,-43.6485430014594,"2"
"185",-6.63052180383327,-33.4378320497192,-47.0545371118769,"2"
"186",-33.2088260440907,-16.2672252211173,27.5542749682715,"3"
"187",-25.7109371818609,-15.6335537014819,22.3934893686344,"3"
"188",-19.2856990831469,-18.9968908877156,18.587371954829,"3"
"189",-1.85256123291626,-26.3077401113277,-35.460715932397,"2"
"190",-6.8637034281947,-32.2026288658094,-38.9450690796079,"2"
"191",-2.58786378423717,-35.4806112101806,-48.3008944030228,"2"
"192",-29.1063752908059,-16.7397000783281,19.2086642919301,"3"
"193",-7.93931836567378,-15.5601274212266,10.414424561446,"3"
"194",-11.7796778618843,-17.8699717479538,21.4033902829189,"3"
"195",-18.7130708087998,38.1116896703014,-5.01677774628065,"0"
"196",-13.5308319486599,36.3077038250544,-5.39680419093226,"0"
"197",-16.6877420322939,39.4193005720867,-5.81536852756876,"0"
"198",-9.59277454171881,-27.3170904234356,-36.1708540900886,"2"
"199",-11.1855493593927,42.4562815078389,-6.12463083480402,"0"
"200",-5.23134971848391,33.9424986761766,-8.31750798567281,"0"
"201",-16.4533180122041,39.4290381544003,-5.27170533223241,"0"
"202",-17.0068473233229,42.0558471946603,-5.66092053084171,"0"
"203",-13.7464121234415,39.2272547196675,-9.81342477622315,"0"
"204",-19.2804088107607,34.6884437780286,-6.58945318995237,"0"
"205",-12.6964553411179,38.2949735040534,-8.6845489055752,"0"
"206",-12.3745736937024,36.1552715011794,-7.71361542544389,"0"
"207",-13.3464643036944,39.615395122302,-7.026584020516,"0"
"208",-18.8132613413827,39.2805514693922,-4.98603637211933,"0"
"209",-14.36336290721,38.6100982090017,-7.64031819981072,"0"
"210",-18.8471925014338,32.2400771421254,-5.45069680831952,"0"
"211",-18.9387849777022,-21.6772087622223,-30.553386981526,"2"
"212",-13.87085656346,-14.653374140213,16.6790906346825,"3"
"213",-18.0061204182755,-16.7247466726055,16.9196663538583,"3"
"214",-15.6957119015567,-22.0144090506958,-26.9474892926705,"2"
"215",8.62609900278844,-31.0612604254968,-37.7321884750993,"2"
"216",-19.944822653106,-24.8862283234755,-19.703861948168,"2"
"217",-15.6618186496427,-24.9427996353001,-34.3083770582207,"2"
"218",-14.0887848648477,-30.1131542225672,-30.8976347413268,"2"
"219",-12.5674889955927,-28.1393943355613,-29.9190830913237,"2"
"220",-17.4468293590469,-25.143582718368,-27.2705174855984,"2"
"221",-17.566021022861,-23.4311264315973,-37.6958952934527,"2"
"222",-16.5706794739973,-24.429230144026,-35.0862282123917,"2"
"223",-16.653859225134,-22.0471760867932,-18.9709451033674,"2"
"224",-13.6984954220026,-26.0480844094898,-32.5254859552068,"2"
"225",-20.6800349204562,-23.7034088726181,-32.4490370880073,"2"
"226",-15.0667723201132,-25.5019109123873,-30.022431734692,"2"
"227",-14.7834236173311,-27.4564594443795,-29.6438583516261,"2"
"228",-25.0691956304978,-15.5904947759102,20.8100829646397,"3"
"229",-27.0957168442345,-15.3130526084153,25.3549421230221,"3"
"230",-18.4207354218341,-21.273464072842,24.0785474351754,"3"
"231",-15.8646197810345,-29.3808888631708,-38.4024101413025,"2"
"232",-5.81693883256183,-28.8816231338186,-38.2294397863521,"2"
"233",0.448031836131737,-30.5755689510947,-42.17902789676,"2"
"234",-7.45366961300684,-32.1540845144056,-38.8458858455758,"2"
"235",-18.0193379899535,-13.3253500786291,19.972057593885,"3"
"236",-7.51750644008187,30.528021248375,-9.59140883793994,"0"
"237",-12.2371242435705,39.9973903887943,-7.20483426098156,"0"
"238",-7.97081409205844,32.9812423999647,-7.09910615042403,"0"
"239",-21.5673437611613,39.4218485505803,-4.09553370415832,"0"
"240",-17.8791883582301,43.2370837955905,-3.50969112324671,"0"
"241",-16.6401022378291,38.040643641277,-3.65910682860133,"0"
"242",-13.8860756324189,-18.804828987655,-21.0924383435404,"2"
"243",-10.4913936377603,-30.3798819363887,-40.3786257654184,"2"
"244",-16.9111333399414,-28.0874349865682,-25.6348008358367,"2"
"245",-16.187119618613,-19.0280618540253,23.6487524688167,"3"
"246",-34.3140352832843,-14.5818689281056,28.5154640998688,"3"
"247",-21.8039197347576,-16.36149902536,25.2884358845543,"3"
"248",-23.8610118446819,-21.4200391112738,18.3648986608106,"3"
"249",-36.5377455775059,-4.01383753171848,31.0333386162673,"3"
"250",-16.7314136532362,-11.4469516950679,23.1140680681167,"3"
"251",-27.3486133347418,-11.4953286520622,16.212238608106,"3"
"252",-28.5126278262318,-12.7493246955993,18.6877400039272,"3"
"253",-19.2301414579015,-13.2643263640421,21.0695444894167,"3"
"254",-21.4487332464811,-10.7033866750562,19.9025801150666,"3"
"255",-25.1781212885489,-16.9236183506416,26.7279278777666,"3"
"256",-16.2567751461803,-11.7024834942683,17.6411115778605,"3"
