"V1","V2","V3","label"
24.6931155557033,-57.3690821798507,-7.20499835907259,"1"
27.417912649864,-59.6195295914648,-4.03489675286982,"1"
20.0707102244776,-49.7496533702118,-10.6714413502843,"1"
1.89846209732839,-31.9404567594556,-43.0267556943333,"0"
24.0328747871353,-55.080857815461,-7.21229546383412,"1"
21.3342043412163,-55.9215363705206,-2.77224140174581,"1"
21.9907008895567,-55.1692694707964,-7.45918060768781,"1"
26.6617084567397,-55.830782492957,-7.14279507693034,"1"
25.1421191025528,-55.630629532355,-5.28225536075691,"1"
27.5603263952142,-60.4239572896624,-3.633922739624,"1"
23.6733849028185,-52.2113338320819,-0.972444992615077,"1"
6.44233091676977,-5.21948239121612,-10.6447978260118,"4"
-1.72379460667728,1.78545825473862,-16.0691439611038,"4"
1.46880750593453,-8.56367105015383,-17.1000977897635,"4"
7.14470523704034,-8.29860646114272,-9.96241630900028,"4"
4.1629845461527,3.30296478463979,-16.4594216976544,"4"
10.3649457293342,-4.04455249567577,-15.5000269200383,"4"
5.02919322043933,-2.14547060022569,-22.5953562132798,"4"
0.790971366203427,-18.6103634100373,-67.9615292099035,"0"
36.6453120157917,-51.4563625345505,3.61722919662716,"1"
-0.624446995695635,-18.3857846889649,-67.542903021867,"0"
-1.52950360695395,-28.379674522532,-50.4004383395862,"0"
35.7436299368443,-51.3088379267077,3.88838672219981,"1"
-4.29481029266059,-34.6136414659764,-48.7433767019096,"0"
31.1982609017661,-46.8845855353402,4.52298152131828,"1"
-3.51425916439387,-26.6984323145439,-53.1108406252989,"0"
31.9740511203057,-46.4949994748501,5.68654722468487,"1"
-1.88441670623316,-27.0857614909782,-60.5368486586356,"0"
36.1803773205018,-51.2986753453395,-2.3990015889463,"1"
32.7570187288755,36.749474873431,-11.7788080555994,"2"
44.2057997380705,39.8758303457578,-3.88489799184611,"2"
36.4573287550698,-51.2455238254732,-1.7427710580323,"1"
34.5946050378864,-47.2607277212787,0.517292569956795,"1"
-3.46369975147204,-33.6051647178193,-49.1528395831985,"0"
-2.70938457040021,-21.3022095466106,-68.1901457713496,"0"
33.1785839288252,-47.4231139145846,3.87460023168814,"1"
-0.740407647587324,-20.3638202725499,-67.0724947791661,"0"
37.409547650733,-49.8621687591163,1.53053188875434,"1"
39.3036134046728,-51.5529945272089,3.10718727118701,"1"
34.6177204995324,-54.9769817800954,-1.95452390940243,"1"
37.9180602043874,-51.0805741288679,2.47417516255348,"1"
35.1884048977448,-52.0410570236827,4.2491392025274,"1"
-0.333778589799705,-30.0809407497311,-49.1192730501212,"0"
-2.0964604308582,-23.5496754371442,-66.1401553389175,"0"
-0.844729411527722,-21.3392240327422,-66.0728934659432,"0"
33.5212933663371,-47.8963458210934,5.56591977764967,"1"
-2.14943138540796,-27.9413872258015,-60.1187891734459,"0"
36.0920369649129,-51.3710883747412,-5.37543610184711,"1"
-1.40044941774718,-27.1997145386402,-58.9660626272334,"0"
1.68742196815361,-35.5638967846658,-50.3415916279802,"0"
-3.26591447524774,-32.97078395564,-49.4825087680987,"0"
-3.98298029255234,-31.6402310831547,-51.3810153143612,"0"
-3.42258382793655,-21.5312609519464,-65.1665425522766,"0"
-3.19708313891533,-29.9114991017944,-51.0060246082409,"0"
32.443559749455,-47.3237611872312,6.59592403317322,"1"
-1.32102493798137,-32.8868686928213,-48.4980359169481,"0"
35.4032863394369,-52.7394524635235,-1.69888718198391,"1"
-4.99578178816461,-33.1131355207394,-50.5997707231807,"0"
-1.08914691183699,-22.806405306373,-67.1073647359475,"0"
-0.907517916177468,-24.22872524667,-64.5500164523658,"0"
34.0643986761262,-46.6100285903019,0.432101847174792,"1"
8.40550859891611,-11.4266019688073,-12.8562159096209,"4"
8.41713696472444,-8.3416718970305,-7.5147572047761,"4"
26.6080966629791,-58.4813343537174,-4.45723602132864,"1"
1.54492140561662,-5.16184460372659,-15.9408547508204,"4"
8.35665174999184,-2.37827866711161,-12.488411716817,"4"
2.14707695850525,-2.47328089336726,-19.853134349559,"4"
8.23803492189098,-10.2597581335852,-12.8018002707625,"4"
8.6257114005462,-5.91664007526814,-13.324861229896,"4"
10.3656481266243,-5.69005799008967,-12.143896726781,"4"
-0.589979817591762,-5.3763287484945,-18.6950049844389,"4"
0.912206226007316,-2.75217312961027,-16.9840426328093,"4"
2.24430499965103,0.289229741224177,-18.1257358520054,"4"
3.98128428043639,-5.63536520752853,-19.0659496607566,"4"
8.99706265813037,-7.28776526837506,-10.6398018620596,"4"
2.64198496056083,-1.40451614297029,-16.2830504425152,"4"
2.5275176843098,-3.81583341028788,-17.2269140462433,"4"
7.67816280649047,-6.27458746060666,-11.6697851528145,"4"
7.43359089512327,-6.32423390084804,-19.9330265626234,"4"
8.74966680169043,-5.66352369732842,-8.92999382145947,"4"
23.7953314653922,-45.8577976178924,-2.7134562833629,"1"
18.3024121385058,-54.9118910333333,-3.67359910870855,"1"
22.6992034940093,-54.7322689823812,-2.97884116832662,"1"
23.6456151411057,-49.5350800968129,-3.63998785155293,"1"
20.3741669042616,-50.0240773320578,-2.68981971290542,"1"
18.7334128190209,-46.9671842864501,-10.9791422386353,"0"
26.5640272125957,-48.2771577620701,2.58374564615288,"1"
23.2310297449322,-45.466712811036,-3.16259629071934,"1"
28.4403573295599,-46.4396422423983,3.73948107785126,"1"
24.1914747708192,-52.0566683077616,-5.54186965512884,"1"
19.4029544004191,-48.5755313714683,-9.53960191873794,"1"
24.6444927764857,-50.3799460542,1.24250280076408,"1"
22.9010283855987,-52.0915141648377,-2.82087061658957,"1"
2.84337435306194,-31.4872227104599,-43.7113905282995,"0"
29.6316517779669,-46.4716618213711,4.29556026277535,"1"
19.2010821808175,-47.9763748728649,-10.1816897521147,"1"
17.8317229309786,-54.8439006808436,-5.83981357802116,"1"
18.6356931573536,-54.3856605199524,-7.34777593973028,"1"
26.0030203241829,-46.8948089660047,1.95057041467515,"1"
22.0218066865862,-52.2964471600865,-1.73034157647903,"1"
3.9831750939927,-30.8212031191334,-44.3519446037614,"0"
24.7046444142211,-47.4171923435031,3.78378552322089,"1"
17.1602876759247,-50.1141054593023,-2.95799332225403,"1"
26.3038887108424,-45.9475449695573,1.99861634730207,"1"
23.6894746370631,-48.7522276450585,-3.58065003781916,"1"
19.3048953491215,-50.3625917709918,-2.538688962621,"1"
25.7408000138923,-48.0319902882187,2.09981696010529,"1"
17.7906441540264,-54.2511932709782,-6.88208138046308,"1"
18.1538052081909,-49.983424061332,-2.57391586252275,"1"
31.9938073951066,-45.4277875027692,5.11286127537029,"1"
2.21246065072011,-18.0371358997398,-64.8270612515105,"0"
-11.1285906573199,-32.5242261122885,-48.7084304120294,"0"
-10.7376625946384,-34.3768545283521,-47.4411132355473,"0"
-10.3105599220301,-33.4799359253384,-48.2205897116728,"0"
40.2990909625868,33.2409357033367,-1.57561543465876,"2"
44.3226733649784,45.2340931027753,1.26071807791685,"2"
40.2537555001968,24.4315539120892,3.14291741889017,"2"
42.2781942993598,27.9936504461136,1.37646136739896,"2"
37.321999675757,22.2911029945881,3.16524698374566,"2"
38.4107125264585,22.4201662645357,3.04062148987872,"2"
43.4693870191448,30.16924987484,2.04831893906106,"2"
43.5122650341745,28.677194805373,2.32015179642743,"2"
49.1419594751465,30.8402447548381,1.41743865320975,"2"
1.41410834936121,-31.84481216684,-44.1838272684639,"0"
44.3035085212126,30.3865888447821,2.26942119550995,"2"
4.59380176569041,-30.2490115416955,-45.0643701239729,"0"
25.7068495105081,-54.591669316701,-7.66161190964603,"1"
24.4623729997305,-53.4720208675853,-1.3442953723006,"1"
24.0263357797504,-52.4870743415645,-3.01295734901164,"1"
24.7921276504122,-57.2607590058296,-5.92609176772885,"1"
27.7347398126618,-52.7603896265711,-3.9775587100632,"1"
40.6488689015835,25.1706070076909,4.51445027757299,"2"
44.1925444928711,31.5682741727788,2.62207191204598,"2"
1.72937372230594,-32.1884569294081,-41.9682792606404,"0"
30.1485298731767,-54.5491994217815,-5.06088285770922,"1"
-37.6250196857029,-16.380211647325,20.8771588010288,"3"
31.7966184398021,-54.1731051303543,-5.19289250627202,"1"
-11.8169544638605,-33.6855446296899,-47.6503090724939,"0"
49.5706468129651,28.1236850762164,-16.9208919001726,"2"
50.6879580313266,27.9143814863867,-16.9920250774674,"2"
-38.9325705011311,-16.5966380499449,19.6861824394397,"3"
-24.8214616210017,-4.1754982348621,27.4341938353973,"3"
-20.8132413542016,9.64447273193975,32.3104455417914,"3"
-29.0519287657125,10.3019560111406,30.3662253280522,"3"
-36.0850231905131,18.1703084132173,23.6080392591566,"3"
-7.74222258697608,-29.1388116996835,-53.1764355991643,"0"
-6.62237978328897,-28.2353509775832,-52.7926975582902,"0"
-10.4858492382667,-32.2591993078119,-49.0463668120051,"0"
47.7184896775466,28.1055784791509,-17.0696914004015,"2"
47.230467867748,27.5887913618891,-17.0914667646539,"2"
46.4078723746944,27.7534659813544,-17.6301195299001,"2"
-38.2547704266975,-16.5031597881499,20.3001428636546,"3"
50.6027446771557,39.1096692477478,-7.65177665487016,"2"
48.2824991884532,36.0517643483292,-2.64989816115745,"2"
44.8818656039692,40.3989605199238,-10.0556338303828,"2"
47.1822500760105,35.316143769983,-13.3415379316024,"2"
46.3395424263231,37.87633149111,-11.766288200902,"2"
46.8416708161438,36.8830932316703,-12.4235951035656,"2"
38.7054881648196,39.6388544538312,0.174883643079497,"2"
-35.9805712471757,6.51108532291554,28.360397766866,"3"
-39.1574104843428,7.62922102917998,21.18597818988,"3"
47.0772434989364,31.4623441584336,-12.5149686176546,"2"
1.58020331391622,-37.6177400512804,-50.7026434745805,"0"
1.59415687390588,-36.3064022896303,-50.4997882620653,"0"
-35.446578571323,1.85724669862,41.3509926814035,"3"
-31.0034741205479,11.8632473960329,27.221175621488,"3"
42.5226899053095,31.967634424758,-13.1923676605251,"2"
42.7987269729727,32.2673847539799,-10.4454271525336,"2"
41.7915563451917,35.3613258515929,-15.1194110046205,"2"
41.7900060680828,33.0776370770209,-14.058040640106,"2"
42.180987146448,33.6517762923343,-10.7730131576328,"2"
42.5501668746996,32.5069171259244,-15.4285768417116,"2"
47.5691481118229,37.9514007506126,-9.3089663700848,"2"
-18.7652024266529,10.0063613644895,38.1094889838238,"3"
-29.5541406395195,7.12403329249325,30.3902420842373,"3"
-35.5721198083957,8.12889018754413,29.1572888693223,"3"
-23.2020860108057,29.0025982105737,29.9233131626477,"3"
-32.3091618397995,25.4169680560603,22.3600028052211,"3"
-28.7533179813265,-4.72805882501735,27.7380625411504,"3"
-28.3231551297685,-5.28104575885446,28.9645043352391,"3"
-22.7152640846579,15.4515291526364,37.956928031693,"3"
-35.0517734044223,3.96863943836409,43.6953410441418,"3"
51.1284996869073,37.0068299373224,-5.18019403424086,"2"
41.6735175504483,35.8531087337771,-17.0442633536542,"2"
42.8180105023768,36.3753003794043,-17.8342221750488,"2"
-23.6210039832923,27.6440229752327,34.0734164567374,"3"
-24.0035790985524,9.14030983214777,32.8875419652883,"3"
-29.0070862208917,6.204960256684,31.1929984323433,"3"
41.1781289971589,38.1969598575553,-12.7448644628486,"2"
47.0342043516734,37.288491792654,-16.3585624875441,"2"
47.2973531160297,35.3206333695052,-15.8604597235534,"2"
-21.3055541252644,18.4445204775525,33.7603299752457,"3"
-28.1044717348605,-7.42444293224618,30.5091576313135,"3"
-27.8488576553889,-2.63797738082311,18.3839490527017,"3"
-0.216795932181751,-21.5269551377826,-60.7327134492006,"0"
2.17603291575883,-20.886324245907,-57.374734972322,"0"
0.969900905776932,-20.6157384929961,-60.4950406242861,"0"
40.207248279635,39.5681278277815,-0.0994187850607084,"2"
-1.53890631252451,-26.0526092654664,-51.535051525255,"0"
1.59679404607872,-26.9649818326215,-53.1559436427016,"0"
0.35180576308426,-24.1748243027258,-54.9818584251489,"0"
-0.0767040578049285,-21.7462029593185,-54.5517866926662,"0"
0.0329641428101231,-25.2509676280489,-55.2775015176867,"0"
0.904261960356457,-21.721395887492,-56.6172940385817,"0"
-0.767317015513756,-20.2579005399113,-59.5549147120485,"0"
-0.84775910242816,-27.2100624044586,-54.3222335868502,"0"
0.0875112732759881,-25.9769575693123,-54.1149106225119,"0"
0.307777849394504,-21.2196081529791,-64.3948501064483,"0"
2.14151158418343,-23.3215306621144,-56.1993805558753,"0"
1.46787495347158,-21.0742447929124,-66.3223140111699,"0"
45.2199433129549,43.7776309646517,-10.0239524232627,"2"
-21.0876863741022,10.9265888833415,29.0047028683463,"3"
-20.1170142543278,9.94056351902625,32.0869998838179,"3"
43.3971940331307,44.5880343336895,2.40496291634036,"2"
38.3282061510694,25.9293306559484,3.6876059386492,"2"
44.0512979874316,45.7617439763517,2.94974511735889,"2"
43.5699829631669,39.7621502322874,-2.448838988562,"2"
42.0083947808609,44.7562057588919,2.58578187923574,"2"
37.1507392781212,32.1102760386542,-1.39015683738641,"2"
42.7589503322831,45.6923387325142,2.57655436381532,"2"
46.9629513531065,42.915356435075,-11.2440774461137,"2"
45.9578720703178,43.0561997593777,-10.5791866541219,"2"
48.4467401763142,35.426433156781,-2.07624838643796,"2"
48.4334242939075,38.1248184343259,-11.3862835032594,"2"
49.8551284733155,44.1454349291552,-11.8137949889564,"2"
50.2948622999415,38.2441171289818,-8.88114895943293,"2"
50.7031902269991,38.8867158585972,-10.035954680477,"2"
-19.8371012415459,11.7317056211665,31.2880331753829,"3"
-29.4913109885004,12.0214422354724,29.8170010737924,"3"
-40.281652933155,-6.09286027380617,32.7137797312376,"3"
45.5898458310282,39.1455007257936,-12.4610357113961,"2"
42.7756535587882,35.0845483320812,-12.4997190892441,"2"
41.957946950222,33.4672836923388,-13.1639035998154,"2"
45.34833954197,32.9205641176905,-12.2417110442071,"2"
-25.9462219682643,-7.96773320781954,24.1817563962866,"3"
0.269294625128502,-29.0267232660764,-52.1517510621879,"0"
-2.05100742135625,-26.6716883322251,-52.9236797934519,"0"
-1.245790615271,-29.8472728758885,-51.0120351176942,"0"
1.25174854684557,-19.9530267294636,-65.9968960892654,"0"
-1.59671471869132,-26.0310211820546,-61.2844491885778,"0"
-0.0900570918854019,-21.920403935505,-64.0763436341937,"0"
46.922181433095,37.0875792193517,-2.58175316522567,"2"
43.9307942391827,38.5562623153963,-10.6094423729417,"2"
51.9330623972714,37.6035801553912,-7.83419034445719,"2"
-38.0113950941769,5.88686689548337,25.2957587813345,"3"
-23.7035734507725,16.1667800213806,38.4059785956333,"3"
-36.685630232559,5.45481162984706,28.075109576771,"3"
-19.0366771714566,11.0805908061156,36.999453527802,"3"
-25.9833519427124,15.7859766323161,39.3174091751812,"3"
-37.2564639238567,-0.767325534170219,25.2620416771527,"3"
-29.8497043295145,27.8695856038003,24.0352531981389,"3"
-22.4967807900324,27.9515377105076,30.1607416302421,"3"
-18.7718230270008,23.3852404585828,31.5193947557442,"3"
-40.0838167393573,18.5319305347367,18.7160089687363,"3"
